"studyDbId","studyName","studyDescription","trialType","breedingProgramDbId","breedingProgramName","breedingProgramDescription","studyYear","studyDesign","locationDbId","locationName","plantingDate","harvestDate","plotWidth","plotLength","plantsPerPlot","numberBlocks","numberReps","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","folderDbId","folderName","folderDescription","managementFactors"
"4549","18uyt8pdUB","Assessment of Varieties of Cassava for high yield, disease resistance and pound ability in an Uniform Yield Trial (08 clones)  in Ubiaja 2018/2019 Breeding Season advanced from 17ayt16pdIB ","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2018","Alpha","5","Ubiaja","2018-August-15","2019-August-15","6","5.5","","3","3","0.08064","no","no","3821","18_Ubiaja",""," No ManagementFactor: "
"6625","19.CASS.PYT.52.IK","Preliminary Yield Trial using 52 accession in Ikenne selected from 18.CASS.PYT.52.IB from 2018.cass.pyt52.IK","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-June-25","","3","5.5","","2","2","0.175","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6365","19.CIAT_Harvestplus.SN.IB","19.CIAT_Harvestplus.SN.IB ","genetic_gain_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Augmented","3","Ibadan","2019-March-04","2020-March-04","0.25","10","","1","1","0.724","no","no","5478","19_Ibadan",""," No ManagementFactor: "
"6660","19.CMSSurveyVarieties.AYT.33.IB","CMS survey popular variety characterization experiment using 33 clones in Breeding season 2019-20 at Ibadan from survey,c1andc2.IB","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","3","Ibadan","2019-April-29","","4","4","","6","2","0.106","no","no","5478","19_Ibadan",""," No ManagementFactor: "
"6731","19.CMSSurveyVarieties.AYT.33.ON","CMS survey popular variety characterization experiment using 33 clones in Breeding season 2019-20 at onne ","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","9","Onne","2019-May-25","","4","4","","6","2","0.106","no","no","6016","19_Onne",""," No ManagementFactor: "
"6610","19.CMSSurveyVarieties.AYT.40.AB","CMS survey popular variety characterization experiment using 40 clones in Breeding season 2019-20 at Abuja from Survey,c1,c2.AB","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Augmented","35","Abuja","2019-August-14","","3","5.5","","4","1","0.055","no","no","6258","19_Abuja",""," No ManagementFactor: "
"7028","19.CMSSurveyVarieties.AYT33.IK","CMS survey popular variety characterization experiment using 33 clones in Breeding season 2019-20 at Ikenne ","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","32","Ikenne","2019-May-10","2020-April-23","4","4","","6","2","0.106","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6656","19.East-africa.PYT.16.AG","Preliminary Yiled trail from east african clones (16) in 2019-2020 breeding season at  Ago-owu","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","196","Ago-Owu","","","","","","4","2","","no","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"7620","19.East-africa.PYT.16.MK","Preliminary yeild trial using 16 clones from East-africa. in Mokwa for breeding season 2019-2020","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","8","Mokwa","","","","","","4","2","","no","no","6231","19_Mokwa",""," No ManagementFactor: "
"7621","19.East-africa.PYT.16.UB","Preliminary yeild trial using 16 clones from East-africa. in Ubiaja for breeding season 2019-2020","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","5","Ubiaja","","","1","8","","4","2","","no","no","6000","19_Ubiaja",""," No ManagementFactor: "
"7430","19.GS.C1.C2.C3.AYT.42.AG","Genomic selection trial from C1, C2, C3 in an advanced yield trial in Ubiaja for 2019-2020 breeding season selected from gensel.c1.uyt26.uyt26.pyt60&ayt28.AG ","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","196","Ago-Owu","2019-July-09","2020-July-02","","","","3","3","","no","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6893","19.GS.C1.C2.C3.AYT.42.UB","Genomic selection trial from C1, C2, C3 in an advanced yield trial in Ubiaja for 2019-2020 breeding season selected from gensel.c1.uyt26.uyt26.pyt60&ayt28.UB ","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","5","Ubiaja","2019-July-09","2020-July-20","4","4","","3","3","0.202","no","no","6000","19_Ubiaja",""," No ManagementFactor: "
"6611","19.GS.C1.C2.C3.SelGain.AB","SelGain trial  in Abuja in 2019/2020 Breeding season ","Clonal Evaluation","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Augmented","35","Abuja","2019-August-14","","3","5.5","","1","1","0.067","no","no","6258","19_Abuja",""," No ManagementFactor: "
"6612","19.GS.C2.UYT.36.setA.AB","Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Abuja for 2019-20 breeding season from 2016gensel.c2.ayts.AB","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","35","Abuja","2019-June-19","2020-July-28","4","4","","6","2","0.058","no","no","6258","19_Abuja",""," No ManagementFactor: "
"6636","19.GS.C2.UYT.36.setA.AG","Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-owu for 2019-20 breeding season from 2016gensel.c2.ayts.AG","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","196","Ago-Owu","2019-June-01","2020-June-01","4","4","","6","2","0.058","no","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6631","19.GS.C2.UYT.36.setA.IB","Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ibadan for 2019-20 breeding season from 2016gensel.c2.ayts.IB","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","3","Ibadan","2019-May-16","2020-April-20","4","4","","6","2","0.058","no","no","5478","19_Ibadan",""," No ManagementFactor: "
"6626","19.GS.C2.UYT.36.setA.IK","Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2019-20 breeding season from 2016gensel.c2.ayts.IK","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-June-01","2020-June-15","4","4","","6","2","0.058","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6621","19.GS.C2.UYT.36.setA.MK","Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Mokwa for 2019-20 breeding season from ","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","8","Mokwa","2019-June-27","2020-June-27","4","4","","6","2","0.058","no","no","6231","19_Mokwa",""," No ManagementFactor: "
"6615","19.GS.C2.UYT.36.setA.ON","Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Onne for 2019-20 breeding season 2016.gs.c2.ayts.AG
","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","9","Onne","2019-April-10","2020-July-28","4","4","","6","2","0.058","no","no","6016","19_Onne",""," No ManagementFactor: "
"6605","19.GS.C2.UYT.36.setA.UB","Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ubiaja for 2019-20 breeding season from 2016gensel.c2.ayts.UB","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","5","Ubiaja","2019-June-01","2020-June-04","4","4","","6","2","0.058","no","no","6000","19_Ubiaja",""," No ManagementFactor: "
"6732","19.GS.C2.UYT.36.setA.ZA","Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Zaria for 2019-20 breeding season","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","6","Zaria","2019-June-24","2020-August-04","4","4","","2","2","0.058","no","no","6260","19_Zaria",""," No ManagementFactor: "
"6613","19.GS.C2.UYT.36.setB.AB","Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Abuja for 2019-20 breeding season from 2016gensel.c2.ayts.AB","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","35","Abuja","2019-June-19","2020-July-30","4","4","","6","2","0.058","no","no","6258","19_Abuja",""," No ManagementFactor: "
"6637","19.GS.C2.UYT.36.setB.AG","Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Ago-owu for 2019-20 breeding season from 2016gensel.c2.ayts.AG","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","196","Ago-Owu","2019-June-01","2020-June-24","4","4","","6","2","0.058","no","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6632","19.GS.C2.UYT.36.setB.IB","Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Ibadan for 2019-20 breeding season from 2016gensel.c2.ayts.IB","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","3","Ibadan","2019-May-16","2020-April-28","4","4","","6","2","0.058","no","no","5478","19_Ibadan",""," No ManagementFactor: "
"6627","19.GS.C2.UYT.36.setB.IK","Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Ikenne for 2019-20 breeding season from 2016gensel.c2.ayts.IK","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-June-01","2020-June-17","4","4","","6","2","0.058","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6622","19.GS.C2.UYT.36.setB.MK","Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Mokwa for 2019-20 breeding season from ","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","8","Mokwa","2019-June-27","2020-May-18","4","4","","6","2","0.058","no","no","6231","19_Mokwa",""," No ManagementFactor: "
"6616","19.GS.C2.UYT.36.setB.ON","Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Onne for 2019-20 breeding season 2016.gs.c2.ayts.AG","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","9","Onne","2019-April-10","2020-July-30","4","4","","6","2","0.058","no","no","6016","19_Onne",""," No ManagementFactor: "
"6606","19.GS.C2.UYT.36.setB.UB","Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Ubiaja for 2019-20 breeding season from 2016gensel.c2.ayts.UB","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","5","Ubiaja","2019-June-01","2020-June-08","4","4","","6","2","0.058","no","no","6000","19_Ubiaja",""," No ManagementFactor: "
"7715","19.GS.C2.UYT.36.setB.ZA","Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Zaria for 2019-20 breeding season ","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","6","Zaria","2019-June-24","2020-August-06","4","4","","6","2","0.0144","no","no","6260","19_Zaria",""," No ManagementFactor: "
"6638","19.GS.C3.AYT.20.EB.AG","Genomic selection cycle 3 Advanced Yield Trial for early bulking using 20 accessions in Ago-owu for 2019-20 breeding season from 2017gensel.c3b.ayt40.ib","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","196","Ago-Owu","2019-May-25","2020-June-16","4","4","","6","3","0.120","no","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6718","19.GS.C3.AYT.20.EB.IK","Genomic selection cycle 3 Advanced Yield Trial for early bulking using 20 accessions in Ikenne for 2019-20 breeding season from 2017gensel.c3b.ayt40.ib","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-May-25","","4","5","","6","3","0.120","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6624","19.GS.C3.AYT.20.EB.MK","Genomic selection cycle 3 Advanced Yield Trial for early bulking using 20 accessions in Mokwa for 2019-20 breeding season from 2017gensel.c3b.ayt40.ib","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","8","Mokwa","2019-June-12","2020-June-29","4","4","","6","3","0.120","no","no","6231","19_Mokwa",""," No ManagementFactor: "
"6607","19.GS.C3.AYT.20.EB.UB","Genomic selection cycle 3 Advanced Yield Trial for early bulking using 20 accessions in Ubiaja for 2019-20 breeding season from 2017gensel.c3b.ayt40.ib","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","5","Ubiaja","2019-May-28","2020-June-08","4","4","","6","3","0.120","no","no","6000","19_Ubiaja",""," No ManagementFactor: "
"6542","19.GS.C3.UYT.28.AG","Assessment of top selections in Ikenne 2019-2020 breeding season selected from 2018-2019 cycle 3 AYT30, AYT35 and UYT36 trials harvested in Ikenne, Mokwa, Ubiaja, and Onne for agronomic and quality traits","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","CRD","196","Ago-Owu","2019-September-22","2020-September-22","6","4.5","","6","3","0.242","no","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6889","19.GS.C3.UYT.28.IK","Assessment of top selections in Ikenne 2019-2020 breeding season selected from 2018-2019 cycle 3 AYT30, AYT35 and UYT36 trials harvested in Ikenne, Mokwa, Ubiaja, and Onne for agronomic and quality traits ","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-September-22","2020-August-17","6","4.5","","12","3","0.242","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6639","19.GS.C3B.AYT.21.PD.AG","Genomic selection cycle 3 set B Advanced Yield Trial for poundability using 21 accessions in Ago-Owu for 2019-20 breeding season from 2017gensel.c3b.pyt45.ib","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","196","Ago-Owu","2019-May-25","2020-June-18","4","4","","9","3","0.126","no","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6623","19.GS.C3B.AYT.21.PD.MK","Genomic selection cycle 3 set B Advanced Yield Trial for poundability using 21 accessions in Mokwa for 2019-20 breeding season from 2017gensel.c3b.pyt45.ib","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","8","Mokwa","2019-June-12","2020-June-12","4","4","","9","3","0.126","no","no","6231","19_Mokwa",""," No ManagementFactor: "
"6608","19.GS.C3B.AYT.21.PD.UB","Genomic selection cycle 3 set B Advanced Yield Trial for poundability using 21 accessions in Ubiaja for 2019-20 breeding season from 2017gensel.c3b.pyt45.ib","Uniform Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","5","Ubiaja","2019-May-28","2020-June-09","4","4","","9","3","0.126","no","no","6000","19_Ubiaja",""," No ManagementFactor: "
"7062","19.GS.C4.AYT.16.ON","Assessment of Genomic selection cycle 4 Advanced yield trial in Onne for the 2019-2020 breeding season selected from 18.GS.C4.PYT.50.ON","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","9","Onne","2019-May-12","","4","4","","3","3","0.144","no","no","6016","19_Onne",""," No ManagementFactor: "
"6634","19.GS.C4.AYT.30.IB","Assessment of  Genomic selection cycle 4 advanced yield trial in ibadan for 2019-2020 breeding season selected from 2018/2019 cycle 4 PYT54 trial harvested in Ikenne, Ibadan, and Onne for agronomic quality traits","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","3","Ibadan","2019-September-09","2020-August-18","4","4","","18","3","0.144","no","no","5478","19_Ibadan",""," No ManagementFactor: "
"6628","19.GS.C4.AYT.30.IK","Assessment of top selection from 2018/2019 cycle 4 PYT54 trial harvested in Ikenne, Ibadan, and Onne for agronomic quality traits ","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-September-21","2020-August-19","4","4","","18","3","0.144","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6453","19.GS.C4.AYT30.AG","Assessment of top selection from 2018/2019 cycle 4 PYT 54 trial harvested in Ikenne, Ibadan, and Onne for agronomic and quality traits.","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","196","Ago-Owu","2019-September-09","","4","4","","18","3","0.144","no","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6709","19.GS.C4.PYT.80.SETA.AG","Genomic Selection cycle 4 SetA Preliminary Yield Trial (80 clones) evaluated in Ago-Owu 2019/2020 Breeding Season selected from 2017.gs.c4.cet1124.ikn.AG","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","196","Ago-Owu","2019-September-10","2020-August-17","2","4","","20","2","0.128","no","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6711","19.GS.C4.PYT.80.SETA.IK","Genomic Selection cycle 4 SetA Preliminary Yield Trial (80 clones) evaluated in Ikenne 2019/2020 Breeding Season selected from from 2017.gs.c4.cet1124.Ik","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-September-10","2020-August-18","2","4","","16","2","0.128","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6710","19.GS.C4.PYT.80.SETB.AG","Genomic Selection cycle 4 SetB Preliminary Yield Trial (80 clones) evaluated in Ago-Owu 2019/2020 Breeding Season selected from 2017.gs.c4.cet1124.ikn.AG
","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","196","Ago-Owu","2019-September-10","2020-August-21","2","4","","20","2","0.128","no","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6712","19.GS.C4.PYT.80.SETB.IK","Genomic Selection cycle 4 SetB Preliminary Yield Trial (80 clones) evaluated in Ikenne 2019/2020 Breeding Season selected from from 2017.gs.c4.cet1124.Ik","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-September-10","2020-August-20","2","4","","20","2","0.128","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"7063","19.GS.C4B.PYT.100.ON","Assessment of Genomic selection cycle 4 set B Preliminary yield trial in Onne for the 2019-2020 breeding season selected from 18.GS.C4B.CET.435.ON ","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","9","Onne","","","2","5","","8","2","0.2","no","no","6016","19_Onne",""," No ManagementFactor: "
"6729","19.GS.C4B.PYT.132.IB","Genomic Selection C4B Preliminary Yield Trial (132 clones) evaluated in Ibadan 2019/2020 Breeding Season selected from 18.GS.C4.PYT50.IK,18.GS.C4B.CET250.IK and 18.GS.C4B.341.IK ","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","3","Ibadan","2019-October-28","","2","4","","12","2","0.211","no","no","5478","19_Ibadan",""," No ManagementFactor: "
"6717","19.GS.C4B.PYT.132.IK","Genomic Selection C4B Preliminary Yield Trial (132 clones) evaluated in Ikenne 2019/2020 Breeding Season selected from 18.GS.C4.PYT50.IK,18.GS.C4B.CET250.IK and 18.GS.C4B.341.IK","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-October-26","","2","4","","12","2","0.211","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6331","19.GS.C4B.PYT.135.IK","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ikenne for 2018-19 breeding season from 2017gensel.c4b.cet600seta.IK","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-July-18","2020-July-29","2","4","","30","2","0.216","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","5","Ubiaja","2019-July-18","2020-July-22","2","4","","30","2","0.216","no","no","6000","19_Ubiaja",""," No ManagementFactor: "
"6635","19.GS.C4B.PYT.140.IB","Assessment of  Genomic selection cycle 4 set B Preliminary yield trial in ibadan for 2019-2020 breeding season selected from  18.GS.C4B.multiplication.IB from 2018gs.c4b.cons.3363.ib","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","3","Ibadan","2019-August-16","","3","2.5","","28","2","0.202","no","no","5478","19_Ibadan",""," No ManagementFactor: "
"6614","19.GS.C4B.PYT.160.AB","Genomic selection cycle 4  Preliminary Yield Trial Set B using 160 accessions in Abuja for 2019-20 breeding season from gensel.c4b.cons.3363.ib","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","35","Abuja","2019-August-14","","3","5.5","","16","2","0.538","no","no","6258","19_Abuja",""," No ManagementFactor: "
"6630","19.GS.C4B.PYT.500.IK","Genomic selection cycle 4 Preliminary Yield Trial Set B using 500 accessions in Ikenne for 2019-20 breeding season from gensel.c4b.conserved.3363.ib","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","32","Ikenne","2019-August-04","","3","2.5","","2","2","1.080","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6545","19.GS.C4B.PYT.78.AG","Genomic selection cycle 4b Preliminary Yield Trial using 78 accessions in Ago-owu for 2018-19 breeding season selected from2017ikngensel.c4b.cet560.ikn","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","196","Ago-Owu","2019-July-16","2020-May-19","2","4","","2","2","0.123","yes","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6349","19.GS.C4B.PYT.78.IK","Genomic selection cycle 4b Preliminary Yield Trial using 78 accessions in Ikenne for 2018-19 breeding season selected from CET560 from GS C4B ikenne ","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","32","Ikenne","2019-June-16","","2","4","","2","2","0.123","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6619","19.GS.C4B.PYT.78.MK","Preliminary Yield Trials using 78 accession in Mokwa selected from2017ikngensel.c4b.cet560.ikn","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Alpha","8","Mokwa","2019-July-18","2020-May-22","2","4","","2","2","0.123","no","no","6231","19_Mokwa",""," No ManagementFactor: "
"6546","19.GS.C4B.PYT.88.AG","Genomic selection cycle 4b Preliminary Yield Trial using 88 accessions in Ago-owu for 2018-19 breeding season selected from 2017.gs.c4b.clonal600_setb.ikn.AG","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","196","Ago-Owu","2019-July-16","2020-May-18","2","4","","2","2","0.141","yes","no","6454","19_Ago-Owu",""," No ManagementFactor: "
"6350","19.GS.C4B.PYT.88.IK","Genomic selection cycle 4b Preliminary Yield Trial using 88 accessions in Ikenne for 2018-19 breeding season selected from CET600 SET B from GS C4B ikenne","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","32","Ikenne","2019-June-16","","2","4","","2","2","0.141","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6620","19.GS.C4B.PYT.88.MK","Preliminary Yield Trials using 88 accession in Mokwa selected from 2017gensel.c4b.cet600setbikn.MK","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Augmented","8","Mokwa","2019-July-18","2020-May-25","2","4","","2","2","0.141","no","no","6231","19_Mokwa",""," No ManagementFactor: "
"6920","19.GS.C4C.CE.420.IB","MAS selection Cycle 4C Clonal evaluation trial using 420 clones in Ibadan for 2019-2020 breeding season selected from 19.GS.C4C.SN","","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Augmented","3","Ibadan","2019-September-11","","1","4","","42","1","0.141","yes","no","5478","19_Ibadan",""," No ManagementFactor: "
"6943","19.GS.C4C.CE.822.IB","Genomic selection Cycle 4C Clonal evaluation trial using 822 clones in Ibadan for 2019-2020 breeding season selected from 19.GS.C4C.SN","Clonal Evaluation","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","3","Ibadan","2019-October-11","","1","2.5","","42","1","0.206","no","no","5478","19_Ibadan",""," No ManagementFactor: "
"5919","19.GS.C4C.SN.IB","19.GS.C4C.SN.IB from 2018 Ibadan,ikenne and ubiaja crosses.IB","Seedling Nursery","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","3","Ibadan","2019-February-11","","1","10","","1","1","0.725","no","no","5478","19_Ibadan",""," No ManagementFactor: "
"6995","19.Gstock.PYT136.IK","Preliminary yield trial using Genetic Stock material  (136 Clones) in Ikenne for 2019-2020 breeding season","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","32","Ikenne","2019-February-12","","2","4","","34","2","0.218","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6044","19.Harvestplus.SN.IB","Harvest Plus Seedling Nursery  (from crosses made in Ibadan, Ikenne and Ubiaja) planted on 3 Fields in Ibadan ES15(8 blocks), CS9(7 blocks) and  in CS10(4 blocks) from 2018 Ibadan,ikenne and ubiaja crosses.IB","Seedling Nursery","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","Augmented","3","Ibadan","2019-March-04","","1","10","","19","1","0.724","no","no","5478","19_Ibadan",""," No ManagementFactor: "
"6986","19.Hawaii.PYT.54.IB","Assessment of accession from Hawaii for high yield,dry matter and disease resistance using Preliminary Yield Trial 54 clones) in Ibadan 2019/2020 Breeding Season selected from 18. Hawaii.CET.862.IK 
","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","3","Ibadan","2019-December-20","","2","4","","2","2","0.108","yes","no","5478","19_Ibadan",""," No ManagementFactor: "
"7070","19.Hawaii.PYT.54.IK","Assessment of cassava varieties in Preliminary Yield Trial using 54 Clones in Ikenne for 2019-2020 breeding season from 18.Hawaii.cet.862.IK","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","32","Ikenne","2019-December-20","","2","4","","2","2","0.108","no","no","6227","19_Ikenne",""," No ManagementFactor: "
"6987","19.Hawaii.PYT.60.IB","Assessment of accession from Hawaii for high yield,dry matter and disease resistance using Preliminary Yield Trial 60 clones) in Ibadan 2019/2020 Breeding Season selected from 18. Hawaii.CET.862.IK","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","3","Ibadan","2019-December-18","","2","4","","2","2","0.12","yes","no","5478","19_Ibadan",""," No ManagementFactor: "
"7069","19.Hawaii.PYT.60.IK","Assessment of cassava varieties in Preliminary Yield Trial using 60 Clones in Ikenne for 2019-2020 breeding season from 18.Hawaii.cet.862.IK","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2019","RCBD","32","Ikenne","2019-December-18","","2","4","","6","2","0.12","no","no","6227","19_Ikenne",""," No ManagementFactor: "
